w_static.py:2022-04-29 14:39:08,791:----------start-of-run----------
data_utils.py:2022-04-29 14:39:15,268:# all trajectories: 24694
trainer_bp.py:2022-04-29 14:39:22,670:Using 18520 instances for training
trainer_bp.py:2022-04-29 14:39:22,671:Using 6174 instances for validation
trainer_bp.py:2022-04-29 14:39:23,368:Epoch:  1
trainer_bp.py:2022-04-30 11:45:11,575:Iteration: 900, val loss 0.0014025467950743613
trainer_bp.py:2022-04-30 11:48:05,026:Iteration: 1000, Meta Train Loss 0.001206202993805033
trainer_bp.py:2022-04-30 11:48:17,227:Iteration: 1000, val loss 0.0013898022313932887
trainer_bp.py:2022-04-30 11:51:09,404:Iteration: 1100, Meta Train Loss 0.0008184450658656036
trainer_bp.py:2022-04-30 11:51:21,500:Iteration: 1100, val loss 0.001376549398686793
trainer_bp.py:2022-04-30 11:54:13,045:Iteration: 1200, Meta Train Loss 0.0011385525162941896
trainer_bp.py:2022-04-30 11:54:25,124:Iteration: 1200, val loss 0.0013794257063185686
trainer_bp.py:2022-04-30 11:57:16,042:Iteration: 1300, Meta Train Loss 0.0010000646152836877
trainer_bp.py:2022-04-30 11:57:28,163:Iteration: 1300, val loss 0.001380615290991405
trainer_bp.py:2022-04-30 12:00:19,137:Iteration: 1400, Meta Train Loss 0.000703919458496353
trainer_bp.py:2022-04-30 12:00:31,406:Iteration: 1400, val loss 0.0014297100334046912
trainer_bp.py:2022-04-30 12:03:22,697:Iteration: 1500, Meta Train Loss 0.0007891349308472941
trainer_bp.py:2022-04-30 12:03:35,246:Iteration: 1500, val loss 0.001430491723721397
trainer_bp.py:2022-04-30 12:06:26,131:Iteration: 1600, Meta Train Loss 0.0007981272123320695
trainer_bp.py:2022-04-30 12:06:38,377:Iteration: 1600, val loss 0.0014579303204266853
trainer_bp.py:2022-04-30 12:09:31,784:Iteration: 1700, Meta Train Loss 0.0019592540697610517
trainer_bp.py:2022-04-30 12:09:43,944:Iteration: 1700, val loss 0.0014239091351863017
trainer_bp.py:2022-04-30 12:12:35,177:Iteration: 1800, Meta Train Loss 0.0007126797645983831
trainer_bp.py:2022-04-30 12:12:47,336:Iteration: 1800, val loss 0.001460739423881579
trainer_bp.py:2022-04-30 12:14:14,885:Epoch:  4
trainer_bp.py:2022-04-30 12:14:14,885:saving model for the first time!
trainer_bp.py:2022-04-30 12:14:16,618:Iteration: 0, Meta Train Loss 0.0006014898295121377
trainer_bp.py:2022-04-30 12:14:28,794:Iteration: 0, val loss 0.0014217140906938135
trainer_bp.py:2022-04-30 12:17:20,395:Iteration: 100, Meta Train Loss 0.0010310772102807204
trainer_bp.py:2022-04-30 12:17:32,625:Iteration: 100, val loss 0.0015432346067853755
trainer_bp.py:2022-04-30 12:20:24,127:Iteration: 200, Meta Train Loss 0.0007015148878142648
trainer_bp.py:2022-04-30 12:20:36,772:Iteration: 200, val loss 0.001376551301506221
trainer_bp.py:2022-04-30 12:23:27,881:Iteration: 300, Meta Train Loss 0.0008940993616336778
trainer_bp.py:2022-04-30 12:23:40,193:Iteration: 300, val loss 0.0014370594063701845
trainer_bp.py:2022-04-30 12:26:33,027:Iteration: 400, Meta Train Loss 0.0018846036505188162
trainer_bp.py:2022-04-30 12:26:45,205:Iteration: 400, val loss 0.001374862469554644
trainer_bp.py:2022-04-30 12:29:36,716:Iteration: 500, Meta Train Loss 0.000768981631100786
trainer_bp.py:2022-04-30 12:29:48,909:Iteration: 500, val loss 0.0013964894058736727
trainer_bp.py:2022-04-30 12:32:40,657:Iteration: 600, Meta Train Loss 0.0012193459912007607
trainer_bp.py:2022-04-30 12:32:52,927:Iteration: 600, val loss 0.0013705362331117767
trainer_bp.py:2022-04-30 12:35:45,149:Iteration: 700, Meta Train Loss 0.0014807518093677377
trainer_bp.py:2022-04-30 12:35:57,424:Iteration: 700, val loss 0.0014035358476912117
trainer_bp.py:2022-04-30 12:38:48,988:Iteration: 800, Meta Train Loss 0.0014436940091231813
trainer_bp.py:2022-04-30 12:39:01,164:Iteration: 800, val loss 0.0013813599927059092
trainer_bp.py:2022-04-30 12:41:51,712:Iteration: 900, Meta Train Loss 0.0009869670978798033
trainer_bp.py:2022-04-30 12:42:03,900:Iteration: 900, val loss 0.0013785167445399767
trainer_bp.py:2022-04-30 12:44:54,461:Iteration: 1000, Meta Train Loss 0.001026389504451976
trainer_bp.py:2022-04-30 12:45:06,639:Iteration: 1000, val loss 0.0014012490126689046
trainer_bp.py:2022-04-30 12:47:58,063:Iteration: 1100, Meta Train Loss 0.0008644869013348079
trainer_bp.py:2022-04-30 12:48:10,260:Iteration: 1100, val loss 0.001407185188598996
trainer_bp.py:2022-04-30 12:51:01,713:Iteration: 1200, Meta Train Loss 0.0009387391476074064
trainer_bp.py:2022-04-30 12:51:13,936:Iteration: 1200, val loss 0.0014558328721139626
trainer_bp.py:2022-04-30 12:54:04,459:Iteration: 1300, Meta Train Loss 0.0016440603098725089
trainer_bp.py:2022-04-30 12:54:16,689:Iteration: 1300, val loss 0.0013780619261190318
trainer_bp.py:2022-04-30 12:57:07,713:Iteration: 1400, Meta Train Loss 0.000935608198917081
trainer_bp.py:2022-04-30 12:57:19,892:Iteration: 1400, val loss 0.001414612992642268
trainer_bp.py:2022-04-30 13:00:10,171:Iteration: 1500, Meta Train Loss 0.0010103624587936154
trainer_bp.py:2022-04-30 13:00:22,412:Iteration: 1500, val loss 0.0013841147198366435
trainer_bp.py:2022-04-30 13:03:12,977:Iteration: 1600, Meta Train Loss 0.0013566384167698435
trainer_bp.py:2022-04-30 13:03:25,212:Iteration: 1600, val loss 0.0013849128575562125
trainer_bp.py:2022-04-30 13:06:15,729:Iteration: 1700, Meta Train Loss 0.0009833995540770545
trainer_bp.py:2022-04-30 13:06:27,944:Iteration: 1700, val loss 0.0014446667410550585
trainer_bp.py:2022-04-30 13:09:18,150:Iteration: 1800, Meta Train Loss 0.002038162008177288
trainer_bp.py:2022-04-30 13:09:30,306:Iteration: 1800, val loss 0.0014541924056977633
trainer_bp.py:2022-04-30 13:10:57,458:Epoch:  5
trainer_bp.py:2022-04-30 13:10:59,168:Iteration: 0, Meta Train Loss 0.00048506843799862257
trainer_bp.py:2022-04-30 13:11:11,786:Iteration: 0, val loss 0.0015166130701391443
trainer_bp.py:2022-04-30 13:14:02,416:Iteration: 100, Meta Train Loss 0.0008169049434564452
trainer_bp.py:2022-04-30 13:14:14,560:Iteration: 100, val loss 0.0021753221981605504
trainer_bp.py:2022-04-30 13:17:04,765:Iteration: 200, Meta Train Loss 0.0007360313222469042
trainer_bp.py:2022-04-30 13:17:16,953:Iteration: 200, val loss 0.0014317637402958573
trainer_bp.py:2022-04-30 13:20:07,644:Iteration: 300, Meta Train Loss 0.0006676378905117928
trainer_bp.py:2022-04-30 13:20:19,818:Iteration: 300, val loss 0.0013960456616520273
trainer_bp.py:2022-04-30 13:23:11,664:Iteration: 400, Meta Train Loss 0.0011398632485878956
trainer_bp.py:2022-04-30 13:23:23,809:Iteration: 400, val loss 0.0015080961411914652
trainer_bp.py:2022-04-30 13:26:15,107:Iteration: 500, Meta Train Loss 0.0006827539616312634
trainer_bp.py:2022-04-30 13:26:27,901:Iteration: 500, val loss 0.001432656167177405
trainer_bp.py:2022-04-30 13:29:19,663:Iteration: 600, Meta Train Loss 0.0008055727988592462
trainer_bp.py:2022-04-30 13:29:32,005:Iteration: 600, val loss 0.0013960477057419118
trainer_bp.py:2022-04-30 13:32:23,882:Iteration: 700, Meta Train Loss 0.0007656964748790369
trainer_bp.py:2022-04-30 13:32:36,164:Iteration: 700, val loss 0.0013743293169684602
trainer_bp.py:2022-04-30 13:35:27,758:Iteration: 800, Meta Train Loss 0.0015185890133687242
trainer_bp.py:2022-04-30 13:35:39,985:Iteration: 800, val loss 0.0013945468949101165
trainer_bp.py:2022-04-30 13:38:31,769:Iteration: 900, Meta Train Loss 0.000658491290977368
trainer_bp.py:2022-04-30 13:38:43,969:Iteration: 900, val loss 0.0015049314418096428
trainer_bp.py:2022-04-30 13:41:36,482:Iteration: 1000, Meta Train Loss 0.000847309908603796
trainer_bp.py:2022-04-30 13:41:48,658:Iteration: 1000, val loss 0.0013866310633992287
trainer_bp.py:2022-04-30 13:44:40,192:Iteration: 1100, Meta Train Loss 0.0005208997038850224
trainer_bp.py:2022-04-30 13:44:52,358:Iteration: 1100, val loss 0.00152349514460491
trainer_bp.py:2022-04-30 13:47:43,549:Iteration: 1200, Meta Train Loss 0.0008367497969398824
trainer_bp.py:2022-04-30 13:47:55,740:Iteration: 1200, val loss 0.0015460820531324312
trainer_bp.py:2022-04-30 13:50:47,381:Iteration: 1300, Meta Train Loss 0.0008747064026878554
trainer_bp.py:2022-04-30 13:50:59,556:Iteration: 1300, val loss 0.0013948208203787412
trainer_bp.py:2022-04-30 13:53:51,240:Iteration: 1400, Meta Train Loss 0.0012847402593832772
trainer_bp.py:2022-04-30 13:54:03,436:Iteration: 1400, val loss 0.0014121561076256576
trainer_bp.py:2022-04-30 13:56:55,065:Iteration: 1500, Meta Train Loss 0.0008319364293817501
trainer_bp.py:2022-04-30 13:57:07,244:Iteration: 1500, val loss 0.0013920273284027092
trainer_bp.py:2022-04-30 13:59:58,843:Iteration: 1600, Meta Train Loss 0.001518900105036049
trainer_bp.py:2022-04-30 14:00:10,968:Iteration: 1600, val loss 0.001389715317930725
trainer_bp.py:2022-04-30 14:03:02,752:Iteration: 1700, Meta Train Loss 0.0013902336241107952
trainer_bp.py:2022-04-30 14:03:14,987:Iteration: 1700, val loss 0.0014003701498192286
trainer_bp.py:2022-04-30 14:06:06,622:Iteration: 1800, Meta Train Loss 0.0011574687251514897
trainer_bp.py:2022-04-30 14:06:18,801:Iteration: 1800, val loss 0.0015217061630498259
trainer_bp.py:2022-04-30 14:07:46,217:Epoch:  6
trainer_bp.py:2022-04-30 14:07:47,948:Iteration: 0, Meta Train Loss 0.0011226939993213261
trainer_bp.py:2022-04-30 14:08:00,127:Iteration: 0, val loss 0.0014406233217559622
trainer_bp.py:2022-04-30 14:10:53,551:Iteration: 100, Meta Train Loss 0.0005413659525406795
trainer_bp.py:2022-04-30 14:11:05,746:Iteration: 100, val loss 0.0016019148303168644
trainer_bp.py:2022-04-30 14:13:57,763:Iteration: 200, Meta Train Loss 0.0012605858295308872
trainer_bp.py:2022-04-30 14:14:09,967:Iteration: 200, val loss 0.001406828709335698
trainer_bp.py:2022-04-30 14:17:03,457:Iteration: 300, Meta Train Loss 0.0007255170391568972
trainer_bp.py:2022-04-30 14:17:16,308:Iteration: 300, val loss 0.001490169869822316
trainer_bp.py:2022-04-30 14:20:07,037:Iteration: 400, Meta Train Loss 0.00043508057344126535
trainer_bp.py:2022-04-30 14:20:19,236:Iteration: 400, val loss 0.0014456898947560195
trainer_bp.py:2022-04-30 14:23:09,564:Iteration: 500, Meta Train Loss 0.000860524700012337
trainer_bp.py:2022-04-30 14:23:21,768:Iteration: 500, val loss 0.0014322201086979158
trainer_bp.py:2022-04-30 14:26:12,317:Iteration: 600, Meta Train Loss 0.0011606330990062371
trainer_bp.py:2022-04-30 14:26:24,497:Iteration: 600, val loss 0.001451976734494734
trainer_bp.py:2022-04-30 14:29:15,425:Iteration: 700, Meta Train Loss 0.0012875310469004533
trainer_bp.py:2022-04-30 14:29:27,827:Iteration: 700, val loss 0.001511645823175293
trainer_bp.py:2022-04-30 14:32:18,653:Iteration: 800, Meta Train Loss 0.0007750314932885574
trainer_bp.py:2022-04-30 14:32:31,389:Iteration: 800, val loss 0.001412148804124387
trainer_bp.py:2022-04-30 14:35:22,878:Iteration: 900, Meta Train Loss 0.0012043918763783665
trainer_bp.py:2022-04-30 14:35:34,944:Iteration: 900, val loss 0.0014607427744039614
trainer_bp.py:2022-04-30 14:38:26,572:Iteration: 1000, Meta Train Loss 0.0005970903719172519
trainer_bp.py:2022-04-30 14:38:39,016:Iteration: 1000, val loss 0.0016680993890036307
trainer_bp.py:2022-04-30 14:41:31,105:Iteration: 1100, Meta Train Loss 0.0008526138558347827
trainer_bp.py:2022-04-30 14:41:43,313:Iteration: 1100, val loss 0.001422880135185465
trainer_bp.py:2022-04-30 14:44:34,645:Iteration: 1200, Meta Train Loss 0.0010655966580802733
trainer_bp.py:2022-04-30 14:44:46,848:Iteration: 1200, val loss 0.0014411969832644235
trainer_bp.py:2022-04-30 14:47:38,592:Iteration: 1300, Meta Train Loss 0.0009348615114697652
trainer_bp.py:2022-04-30 14:47:51,061:Iteration: 1300, val loss 0.0015773067556375832
trainer_bp.py:2022-04-30 14:50:43,247:Iteration: 1400, Meta Train Loss 0.0008150325158754637
trainer_bp.py:2022-04-30 14:50:55,580:Iteration: 1400, val loss 0.001458631817628059
trainer_bp.py:2022-04-30 14:53:47,309:Iteration: 1500, Meta Train Loss 0.001162592528718257
trainer_bp.py:2022-04-30 14:53:59,460:Iteration: 1500, val loss 0.0015994927903790002
trainer_bp.py:2022-04-30 14:56:51,633:Iteration: 1600, Meta Train Loss 0.0005035483706174988
trainer_bp.py:2022-04-30 14:57:03,977:Iteration: 1600, val loss 0.0014564313997060048
trainer_bp.py:2022-04-30 14:59:55,714:Iteration: 1700, Meta Train Loss 0.0009338626344250602
trainer_bp.py:2022-04-30 15:00:07,877:Iteration: 1700, val loss 0.001437289626610256
trainer_bp.py:2022-04-30 15:03:03,372:Iteration: 1800, Meta Train Loss 0.0010321940968890957
trainer_bp.py:2022-04-30 15:03:15,555:Iteration: 1800, val loss 0.0017441042275196138
trainer_bp.py:2022-04-30 15:04:42,736:Epoch:  7
trainer_bp.py:2022-04-30 15:04:42,738:Early stop at epoch: 6
trainer_bp.py:2022-04-30 15:04:42,739:Early stop loss: 0.001460739423881579, val loss: 0.0017441042275196138
trainer_bp.py:2022-04-30 15:04:42,744:-------start-baseline-------
data_utils.py:2022-04-30 15:04:46,192:# all trajectories: 24694
trainer_bp.py:2022-04-30 15:04:46,198:Using 18520 instances for training
trainer_bp.py:2022-04-30 15:04:46,199:Using 6174 instances for validation
trainer_bp.py:2022-04-30 15:04:46,201:Epoch:  0
trainer_bp.py:2022-04-30 15:04:46,299:iteration: 0, baseline train loss 0.07300629874448603
trainer_bp.py:2022-04-30 15:04:58,534:Iteration: 0, baseline val loss 0.06489712168817457
trainer_bp.py:2022-04-30 15:05:05,539:iteration: 100, baseline train loss 0.0019674598834092446
trainer_bp.py:2022-04-30 15:05:17,839:Iteration: 100, baseline val loss 0.0026907258655128195
trainer_bp.py:2022-04-30 15:05:24,736:iteration: 200, baseline train loss 0.0022918899689747018
trainer_bp.py:2022-04-30 15:05:36,912:Iteration: 200, baseline val loss 0.0021609342040141413
trainer_bp.py:2022-04-30 15:05:43,695:iteration: 300, baseline train loss 0.002221320446728576
trainer_bp.py:2022-04-30 15:05:56,070:Iteration: 300, baseline val loss 0.002013581172167338
trainer_bp.py:2022-04-30 15:06:02,832:iteration: 400, baseline train loss 0.0015819828679135238
trainer_bp.py:2022-04-30 15:06:15,193:Iteration: 400, baseline val loss 0.0019220850682350212
trainer_bp.py:2022-04-30 15:06:22,164:iteration: 500, baseline train loss 0.0016034666025108414
trainer_bp.py:2022-04-30 15:06:34,569:Iteration: 500, baseline val loss 0.0017579201246440365
trainer_bp.py:2022-04-30 15:06:39,983:Epoch:  1
trainer_bp.py:2022-04-30 15:06:40,071:iteration: 0, baseline train loss 0.0017024981201988999
trainer_bp.py:2022-04-30 15:06:52,461:Iteration: 0, baseline val loss 0.0015446903063872676
trainer_bp.py:2022-04-30 15:06:59,316:iteration: 100, baseline train loss 0.001469111228681719
trainer_bp.py:2022-04-30 15:07:12,713:Iteration: 100, baseline val loss 0.0013437096826365777
trainer_bp.py:2022-04-30 15:07:19,528:iteration: 200, baseline train loss 0.0010439035942631416
trainer_bp.py:2022-04-30 15:07:31,849:Iteration: 200, baseline val loss 0.0012555655260037058
trainer_bp.py:2022-04-30 15:07:38,781:iteration: 300, baseline train loss 0.0011995413159663025
trainer_bp.py:2022-04-30 15:07:51,139:Iteration: 300, baseline val loss 0.0012331128012347929
trainer_bp.py:2022-04-30 15:07:58,119:iteration: 400, baseline train loss 0.001051723865413634
trainer_bp.py:2022-04-30 15:08:10,465:Iteration: 400, baseline val loss 0.0012322066662012723
trainer_bp.py:2022-04-30 15:08:17,434:iteration: 500, baseline train loss 0.0011744508252391284
trainer_bp.py:2022-04-30 15:08:29,796:Iteration: 500, baseline val loss 0.0012169368427926216
trainer_bp.py:2022-04-30 15:08:35,268:Epoch:  2
trainer_bp.py:2022-04-30 15:08:35,361:iteration: 0, baseline train loss 0.0010212014808366674
trainer_bp.py:2022-04-30 15:08:47,693:Iteration: 0, baseline val loss 0.001211516625308231
trainer_bp.py:2022-04-30 15:08:54,547:iteration: 100, baseline train loss 0.0009916917627278514
trainer_bp.py:2022-04-30 15:09:06,934:Iteration: 100, baseline val loss 0.0012244162426394433
trainer_bp.py:2022-04-30 15:09:13,886:iteration: 200, baseline train loss 0.0013734260242964141
trainer_bp.py:2022-04-30 15:09:26,309:Iteration: 200, baseline val loss 0.0012400303954226003
trainer_bp.py:2022-04-30 15:09:33,189:iteration: 300, baseline train loss 0.0014415674984174125
trainer_bp.py:2022-04-30 15:09:45,684:Iteration: 300, baseline val loss 0.0012044603674849332
trainer_bp.py:2022-04-30 15:09:52,454:iteration: 400, baseline train loss 0.001831758940411619
trainer_bp.py:2022-04-30 15:10:04,881:Iteration: 400, baseline val loss 0.001209165751626808
trainer_bp.py:2022-04-30 15:10:11,677:iteration: 500, baseline train loss 0.001364440369064243
trainer_bp.py:2022-04-30 15:10:24,071:Iteration: 500, baseline val loss 0.0012033775433952319
trainer_bp.py:2022-04-30 15:10:29,478:Epoch:  3
trainer_bp.py:2022-04-30 15:10:29,478:saving model for the first time!
trainer_bp.py:2022-04-30 15:10:29,568:iteration: 0, baseline train loss 0.001037897065411557
trainer_bp.py:2022-04-30 15:10:41,912:Iteration: 0, baseline val loss 0.001209249234112104
trainer_bp.py:2022-04-30 15:10:48,668:iteration: 100, baseline train loss 0.0013856450201528744
trainer_bp.py:2022-04-30 15:11:01,025:Iteration: 100, baseline val loss 0.001208284523384344
trainer_bp.py:2022-04-30 15:11:07,889:iteration: 200, baseline train loss 0.0015265223568034067
trainer_bp.py:2022-04-30 15:11:20,233:Iteration: 200, baseline val loss 0.0012049359472265063
trainer_bp.py:2022-04-30 15:11:27,134:iteration: 300, baseline train loss 0.00127728747848992
trainer_bp.py:2022-04-30 15:11:39,588:Iteration: 300, baseline val loss 0.0012033237076057837
trainer_bp.py:2022-04-30 15:11:46,330:iteration: 400, baseline train loss 0.0011000689898886195
trainer_bp.py:2022-04-30 15:11:58,671:Iteration: 400, baseline val loss 0.00119768501494296
trainer_bp.py:2022-04-30 15:12:05,546:iteration: 500, baseline train loss 0.0008228749178162286
trainer_bp.py:2022-04-30 15:12:17,869:Iteration: 500, baseline val loss 0.0012038977374108698
trainer_bp.py:2022-04-30 15:12:23,250:Epoch:  4
trainer_bp.py:2022-04-30 15:12:23,344:iteration: 0, baseline train loss 0.0017768945243368352
trainer_bp.py:2022-04-30 15:12:35,638:Iteration: 0, baseline val loss 0.0011960602328595718
trainer_bp.py:2022-04-30 15:12:42,490:iteration: 100, baseline train loss 0.0012186017541777922
trainer_bp.py:2022-04-30 15:12:55,764:Iteration: 100, baseline val loss 0.0012000503655532787
trainer_bp.py:2022-04-30 15:13:02,642:iteration: 200, baseline train loss 0.0010243746186530006
trainer_bp.py:2022-04-30 15:13:14,990:Iteration: 200, baseline val loss 0.001199627718776845
trainer_bp.py:2022-04-30 15:13:21,826:iteration: 300, baseline train loss 0.0010663938703133896
trainer_bp.py:2022-04-30 15:13:34,334:Iteration: 300, baseline val loss 0.0012075132830870043
trainer_bp.py:2022-04-30 15:13:41,200:iteration: 400, baseline train loss 0.0012286000404122643
trainer_bp.py:2022-04-30 15:13:53,630:Iteration: 400, baseline val loss 0.0011961699774183337
trainer_bp.py:2022-04-30 15:14:00,558:iteration: 500, baseline train loss 0.001094033146437273
trainer_bp.py:2022-04-30 15:14:12,924:Iteration: 500, baseline val loss 0.0012169800520857546
trainer_bp.py:2022-04-30 15:14:18,300:Epoch:  5
trainer_bp.py:2022-04-30 15:14:18,384:iteration: 0, baseline train loss 0.0009479651800942763
trainer_bp.py:2022-04-30 15:14:30,711:Iteration: 0, baseline val loss 0.0011982587611087888
trainer_bp.py:2022-04-30 15:14:37,553:iteration: 100, baseline train loss 0.0009632334761825143
trainer_bp.py:2022-04-30 15:14:49,880:Iteration: 100, baseline val loss 0.0012044394656159352
trainer_bp.py:2022-04-30 15:14:56,716:iteration: 200, baseline train loss 0.0013743361565707948
trainer_bp.py:2022-04-30 15:15:08,968:Iteration: 200, baseline val loss 0.001197976432518418
trainer_bp.py:2022-04-30 15:15:15,718:iteration: 300, baseline train loss 0.0010870064252214565
trainer_bp.py:2022-04-30 15:15:27,968:Iteration: 300, baseline val loss 0.0011937285188831587
trainer_bp.py:2022-04-30 15:15:34,820:iteration: 400, baseline train loss 0.0015120419415722809
trainer_bp.py:2022-04-30 15:15:47,320:Iteration: 400, baseline val loss 0.0011906275055587395
trainer_bp.py:2022-04-30 15:15:54,115:iteration: 500, baseline train loss 0.0009056742928160908
trainer_bp.py:2022-04-30 15:16:06,512:Iteration: 500, baseline val loss 0.0011927225938074184
trainer_bp.py:2022-04-30 15:16:11,846:Epoch:  6
trainer_bp.py:2022-04-30 15:16:11,847:Loss improved, saving model and setting loss
trainer_bp.py:2022-04-30 15:16:11,936:iteration: 0, baseline train loss 0.0011886076128245849
trainer_bp.py:2022-04-30 15:16:24,317:Iteration: 0, baseline val loss 0.0012204638099026371
trainer_bp.py:2022-04-30 15:16:31,200:iteration: 100, baseline train loss 0.0012712341664235243
trainer_bp.py:2022-04-30 15:16:43,869:Iteration: 100, baseline val loss 0.0011990723630261823
trainer_bp.py:2022-04-30 15:16:50,725:iteration: 200, baseline train loss 0.0021452302871971455
trainer_bp.py:2022-04-30 15:17:03,206:Iteration: 200, baseline val loss 0.0012112857773625802
trainer_bp.py:2022-04-30 15:17:10,064:iteration: 300, baseline train loss 0.0009307676350778755
trainer_bp.py:2022-04-30 15:17:22,398:Iteration: 300, baseline val loss 0.001190092699470844
trainer_bp.py:2022-04-30 15:17:29,215:iteration: 400, baseline train loss 0.001277326896965424
trainer_bp.py:2022-04-30 15:17:41,568:Iteration: 400, baseline val loss 0.001189905177610448
trainer_bp.py:2022-04-30 15:17:48,311:iteration: 500, baseline train loss 0.0013065063567413461
trainer_bp.py:2022-04-30 15:18:00,624:Iteration: 500, baseline val loss 0.0011968994971926915
trainer_bp.py:2022-04-30 15:18:06,005:Epoch:  7
trainer_bp.py:2022-04-30 15:18:06,089:iteration: 0, baseline train loss 0.0021162620000959014
trainer_bp.py:2022-04-30 15:18:18,526:Iteration: 0, baseline val loss 0.0011874364231954629
trainer_bp.py:2022-04-30 15:18:25,315:iteration: 100, baseline train loss 0.000926454289429321
trainer_bp.py:2022-04-30 15:18:38,648:Iteration: 100, baseline val loss 0.0011915513170260717
trainer_bp.py:2022-04-30 15:18:45,555:iteration: 200, baseline train loss 0.0010548237315680512
trainer_bp.py:2022-04-30 15:18:57,928:Iteration: 200, baseline val loss 0.0011945471296139955
trainer_bp.py:2022-04-30 15:19:04,804:iteration: 300, baseline train loss 0.0013366357683686487
trainer_bp.py:2022-04-30 15:19:17,256:Iteration: 300, baseline val loss 0.0012019567897070145
trainer_bp.py:2022-04-30 15:19:24,134:iteration: 400, baseline train loss 0.001078447973442879
trainer_bp.py:2022-04-30 15:19:36,435:Iteration: 400, baseline val loss 0.0011820632821166238
trainer_bp.py:2022-04-30 15:19:43,295:iteration: 500, baseline train loss 0.0010605424150252655
trainer_bp.py:2022-04-30 15:19:55,781:Iteration: 500, baseline val loss 0.0012239432571365155
trainer_bp.py:2022-04-30 15:20:01,160:Epoch:  8
trainer_bp.py:2022-04-30 15:20:01,252:iteration: 0, baseline train loss 0.0009888013034342804
trainer_bp.py:2022-04-30 15:20:13,632:Iteration: 0, baseline val loss 0.0011862282470337835
trainer_bp.py:2022-04-30 15:20:20,479:iteration: 100, baseline train loss 0.0014707346648571739
trainer_bp.py:2022-04-30 15:20:32,842:Iteration: 100, baseline val loss 0.0011895677994013909
trainer_bp.py:2022-04-30 15:20:39,736:iteration: 200, baseline train loss 0.0011733165731521232
trainer_bp.py:2022-04-30 15:20:52,257:Iteration: 200, baseline val loss 0.0011870087900417066
trainer_bp.py:2022-04-30 15:20:59,052:iteration: 300, baseline train loss 0.0010234339311297024
trainer_bp.py:2022-04-30 15:21:11,401:Iteration: 300, baseline val loss 0.0012244683270460643
trainer_bp.py:2022-04-30 15:21:18,296:iteration: 400, baseline train loss 0.0012182086575330963
trainer_bp.py:2022-04-30 15:21:30,696:Iteration: 400, baseline val loss 0.0011847343006665385
trainer_bp.py:2022-04-30 15:21:37,614:iteration: 500, baseline train loss 0.0012395060727071533
trainer_bp.py:2022-04-30 15:21:50,068:Iteration: 500, baseline val loss 0.0011825283920919231
trainer_bp.py:2022-04-30 15:21:55,339:Epoch:  9
trainer_bp.py:2022-04-30 15:21:55,339:Loss improved, saving model and setting loss
trainer_bp.py:2022-04-30 15:21:55,425:iteration: 0, baseline train loss 0.0010897850259848757
trainer_bp.py:2022-04-30 15:22:07,824:Iteration: 0, baseline val loss 0.001215324150779529
trainer_bp.py:2022-04-30 15:22:14,698:iteration: 100, baseline train loss 0.0012978419178025947
trainer_bp.py:2022-04-30 15:22:27,179:Iteration: 100, baseline val loss 0.0011853652768166142
trainer_bp.py:2022-04-30 15:22:34,037:iteration: 200, baseline train loss 0.0009647193092144938
trainer_bp.py:2022-04-30 15:22:46,546:Iteration: 200, baseline val loss 0.001190754285212333
trainer_bp.py:2022-04-30 15:22:53,416:iteration: 300, baseline train loss 0.0017581722241868075
trainer_bp.py:2022-04-30 15:23:05,805:Iteration: 300, baseline val loss 0.0011820838601890842
trainer_bp.py:2022-04-30 15:23:12,557:iteration: 400, baseline train loss 0.0018810539412550957
trainer_bp.py:2022-04-30 15:23:24,977:Iteration: 400, baseline val loss 0.0011810486646696297
trainer_bp.py:2022-04-30 15:23:31,738:iteration: 500, baseline train loss 0.0012122982251761732
trainer_bp.py:2022-04-30 15:23:44,097:Iteration: 500, baseline val loss 0.001177185998027162
trainer_bp.py:2022-04-30 15:23:49,504:Epoch:  10
trainer_bp.py:2022-04-30 15:23:49,593:iteration: 0, baseline train loss 0.0013545127792734435
trainer_bp.py:2022-04-30 15:24:02,006:Iteration: 0, baseline val loss 0.0011804469686206031
trainer_bp.py:2022-04-30 15:24:08,829:iteration: 100, baseline train loss 0.0011372536481026587
trainer_bp.py:2022-04-30 15:24:22,129:Iteration: 100, baseline val loss 0.001204092627038335
trainer_bp.py:2022-04-30 15:24:29,053:iteration: 200, baseline train loss 0.001565327633603391
trainer_bp.py:2022-04-30 15:24:41,436:Iteration: 200, baseline val loss 0.0011901316403832682
trainer_bp.py:2022-04-30 15:24:48,255:iteration: 300, baseline train loss 0.0013259353546295817
trainer_bp.py:2022-04-30 15:25:00,604:Iteration: 300, baseline val loss 0.0011811628971758346
trainer_bp.py:2022-04-30 15:25:07,349:iteration: 400, baseline train loss 0.0010453191024225403
trainer_bp.py:2022-04-30 15:25:19,691:Iteration: 400, baseline val loss 0.0011853766832682958
trainer_bp.py:2022-04-30 15:25:26,518:iteration: 500, baseline train loss 0.0011399363592396379
trainer_bp.py:2022-04-30 15:25:38,840:Iteration: 500, baseline val loss 0.0011831805405616701
trainer_bp.py:2022-04-30 15:25:44,196:Epoch:  11
trainer_bp.py:2022-04-30 15:25:44,281:iteration: 0, baseline train loss 0.0011531682885013883
