wo_static.py:2022-04-29 14:51:24,706:----------start-of-run----------
data_utils.py:2022-04-29 14:51:31,447:# all trajectories: 24694
trainer_bp.py:2022-04-29 14:51:38,807:Using 18520 instances for training
trainer_bp.py:2022-04-29 14:51:38,807:Using 6174 instances for validation
trainer_bp.py:2022-04-29 14:51:39,502:Epoch:  1
trainer_bp.py:2022-04-30 11:26:21,672:Iteration: 100, baseline val loss 0.0011848358606201185
trainer_bp.py:2022-04-30 11:26:26,737:iteration: 200, baseline train loss 0.0009409508297853049
trainer_bp.py:2022-04-30 11:26:35,775:Iteration: 200, baseline val loss 0.0011951726358223056
trainer_bp.py:2022-04-30 11:26:40,820:iteration: 300, baseline train loss 0.001407625699552566
trainer_bp.py:2022-04-30 11:26:49,907:Iteration: 300, baseline val loss 0.0012009702016788405
trainer_bp.py:2022-04-30 11:26:54,963:iteration: 400, baseline train loss 0.0011894336068227448
trainer_bp.py:2022-04-30 11:27:04,046:Iteration: 400, baseline val loss 0.0011943122469203395
trainer_bp.py:2022-04-30 11:27:09,129:iteration: 500, baseline train loss 0.0010679022347253129
trainer_bp.py:2022-04-30 11:27:18,250:Iteration: 500, baseline val loss 0.0012164447530941308
trainer_bp.py:2022-04-30 11:27:22,206:Epoch:  17
trainer_bp.py:2022-04-30 11:27:22,279:iteration: 0, baseline train loss 0.0012670268154173188
trainer_bp.py:2022-04-30 11:27:31,441:Iteration: 0, baseline val loss 0.0012119078757360303
trainer_bp.py:2022-04-30 11:27:36,527:iteration: 100, baseline train loss 0.0011683778362091928
trainer_bp.py:2022-04-30 11:27:45,658:Iteration: 100, baseline val loss 0.001220017423948519
trainer_bp.py:2022-04-30 11:27:50,685:iteration: 200, baseline train loss 0.0012497851394834435
trainer_bp.py:2022-04-30 11:27:59,732:Iteration: 200, baseline val loss 0.0011868267789050186
trainer_bp.py:2022-04-30 11:28:04,834:iteration: 300, baseline train loss 0.0012376081801001575
trainer_bp.py:2022-04-30 11:28:13,865:Iteration: 300, baseline val loss 0.0011901495290204068
trainer_bp.py:2022-04-30 11:28:18,931:iteration: 400, baseline train loss 0.0014323851271965207
trainer_bp.py:2022-04-30 11:28:28,006:Iteration: 400, baseline val loss 0.0011906837380610772
trainer_bp.py:2022-04-30 11:28:33,132:iteration: 500, baseline train loss 0.001099766068905128
trainer_bp.py:2022-04-30 11:28:42,242:Iteration: 500, baseline val loss 0.001185439092148291
trainer_bp.py:2022-04-30 11:28:46,209:Epoch:  18
trainer_bp.py:2022-04-30 11:28:46,210:Loss improved, saving model and setting loss
trainer_bp.py:2022-04-30 11:28:46,276:iteration: 0, baseline train loss 0.0010881638563502282
trainer_bp.py:2022-04-30 11:28:55,389:Iteration: 0, baseline val loss 0.0012073867098493505
trainer_bp.py:2022-04-30 11:29:00,480:iteration: 100, baseline train loss 0.0014146784579624854
trainer_bp.py:2022-04-30 11:29:09,497:Iteration: 100, baseline val loss 0.0011854372443527695
trainer_bp.py:2022-04-30 11:29:14,608:iteration: 200, baseline train loss 0.0009612478996743418
trainer_bp.py:2022-04-30 11:29:23,624:Iteration: 200, baseline val loss 0.0011870605408688185
trainer_bp.py:2022-04-30 11:29:28,677:iteration: 300, baseline train loss 0.0015351272723132248
trainer_bp.py:2022-04-30 11:29:37,689:Iteration: 300, baseline val loss 0.0011970363490952948
trainer_bp.py:2022-04-30 11:29:42,751:iteration: 400, baseline train loss 0.0013470132033167985
trainer_bp.py:2022-04-30 11:29:52,648:Iteration: 400, baseline val loss 0.0012152916013020482
trainer_bp.py:2022-04-30 11:29:57,722:iteration: 500, baseline train loss 0.0009254870645107739
trainer_bp.py:2022-04-30 11:30:06,798:Iteration: 500, baseline val loss 0.0011889950674212743
trainer_bp.py:2022-04-30 11:30:10,717:Epoch:  19
trainer_bp.py:2022-04-30 11:30:10,784:iteration: 0, baseline train loss 0.001072926256212951
trainer_bp.py:2022-04-30 11:30:19,899:Iteration: 0, baseline val loss 0.0011842494140676687
trainer_bp.py:2022-04-30 11:30:24,999:iteration: 100, baseline train loss 0.0010349839046738135
trainer_bp.py:2022-04-30 11:30:34,147:Iteration: 100, baseline val loss 0.00118276867365699
trainer_bp.py:2022-04-30 11:30:39,198:iteration: 200, baseline train loss 0.0015400717219296847
trainer_bp.py:2022-04-30 11:30:48,234:Iteration: 200, baseline val loss 0.0011818852714076049
trainer_bp.py:2022-04-30 11:30:53,245:iteration: 300, baseline train loss 0.0016828482736697306
trainer_bp.py:2022-04-30 11:31:02,341:Iteration: 300, baseline val loss 0.001186941431421727
trainer_bp.py:2022-04-30 11:31:07,450:iteration: 400, baseline train loss 0.0013769262900572839
trainer_bp.py:2022-04-30 11:31:16,517:Iteration: 400, baseline val loss 0.001181700500085497
trainer_bp.py:2022-04-30 11:31:21,585:iteration: 500, baseline train loss 0.0010763135519825408
trainer_bp.py:2022-04-30 11:31:30,625:Iteration: 500, baseline val loss 0.001183025633512103
trainer_bp.py:2022-04-30 11:31:34,592:Epoch:  20
trainer_bp.py:2022-04-30 11:31:34,656:iteration: 0, baseline train loss 0.0012290806986807062
trainer_bp.py:2022-04-30 11:31:43,729:Iteration: 0, baseline val loss 0.001182063021255396
trainer_bp.py:2022-04-30 11:31:48,867:iteration: 100, baseline train loss 0.0012559255402449449
trainer_bp.py:2022-04-30 11:31:57,972:Iteration: 100, baseline val loss 0.0011900328123254254
trainer_bp.py:2022-04-30 11:32:03,082:iteration: 200, baseline train loss 0.0010323242078649484
trainer_bp.py:2022-04-30 11:32:12,149:Iteration: 200, baseline val loss 0.0011871098585256351
trainer_bp.py:2022-04-30 11:32:17,264:iteration: 300, baseline train loss 0.0012764814418660102
trainer_bp.py:2022-04-30 11:32:26,345:Iteration: 300, baseline val loss 0.0011801730798526701
trainer_bp.py:2022-04-30 11:32:31,380:iteration: 400, baseline train loss 0.0011085218258873244
trainer_bp.py:2022-04-30 11:32:40,476:Iteration: 400, baseline val loss 0.001178529115048236
trainer_bp.py:2022-04-30 11:32:45,505:iteration: 500, baseline train loss 0.0010862703012517703
trainer_bp.py:2022-04-30 11:32:54,624:Iteration: 500, baseline val loss 0.001180176263629917
trainer_bp.py:2022-04-30 11:32:58,605:Epoch:  21
trainer_bp.py:2022-04-30 11:32:58,605:Loss improved, saving model and setting loss
trainer_bp.py:2022-04-30 11:32:58,679:iteration: 0, baseline train loss 0.0012888401559209598
trainer_bp.py:2022-04-30 11:33:07,786:Iteration: 0, baseline val loss 0.0011859577893066195
trainer_bp.py:2022-04-30 11:33:12,874:iteration: 100, baseline train loss 0.0014295271505381456
trainer_bp.py:2022-04-30 11:33:21,981:Iteration: 100, baseline val loss 0.001180071514192644
trainer_bp.py:2022-04-30 11:33:27,113:iteration: 200, baseline train loss 0.0013199722744741001
trainer_bp.py:2022-04-30 11:33:36,227:Iteration: 200, baseline val loss 0.0011799871127593268
trainer_bp.py:2022-04-30 11:33:41,346:iteration: 300, baseline train loss 0.0010670606075451298
trainer_bp.py:2022-04-30 11:33:50,453:Iteration: 300, baseline val loss 0.0011893176082491282
trainer_bp.py:2022-04-30 11:33:55,505:iteration: 400, baseline train loss 0.0019011967516805487
trainer_bp.py:2022-04-30 11:34:04,620:Iteration: 400, baseline val loss 0.0011799009748207636
trainer_bp.py:2022-04-30 11:34:09,722:iteration: 500, baseline train loss 0.0015221830249786304
trainer_bp.py:2022-04-30 11:34:18,827:Iteration: 500, baseline val loss 0.0011823927621807818
trainer_bp.py:2022-04-30 11:34:22,783:Epoch:  22
trainer_bp.py:2022-04-30 11:34:22,848:iteration: 0, baseline train loss 0.0010608857072389802
trainer_bp.py:2022-04-30 11:34:32,841:Iteration: 0, baseline val loss 0.0011796835668494087
trainer_bp.py:2022-04-30 11:34:37,978:iteration: 100, baseline train loss 0.0015604438828567446
trainer_bp.py:2022-04-30 11:34:47,045:Iteration: 100, baseline val loss 0.001186862873505449
trainer_bp.py:2022-04-30 11:34:52,154:iteration: 200, baseline train loss 0.0009492640171418772
trainer_bp.py:2022-04-30 11:35:01,283:Iteration: 200, baseline val loss 0.0011792910986309446
trainer_bp.py:2022-04-30 11:35:06,367:iteration: 300, baseline train loss 0.0014566856073986816
trainer_bp.py:2022-04-30 11:35:15,442:Iteration: 300, baseline val loss 0.0011766292710183163
trainer_bp.py:2022-04-30 11:35:20,489:iteration: 400, baseline train loss 0.0012334006708598696
trainer_bp.py:2022-04-30 11:35:29,608:Iteration: 400, baseline val loss 0.0011798042635425806
trainer_bp.py:2022-04-30 11:35:34,651:iteration: 500, baseline train loss 0.0007193895072258545
trainer_bp.py:2022-04-30 11:35:43,765:Iteration: 500, baseline val loss 0.0011805794786743967
trainer_bp.py:2022-04-30 11:35:47,752:Epoch:  23
trainer_bp.py:2022-04-30 11:35:47,818:iteration: 0, baseline train loss 0.0009273428011705744
trainer_bp.py:2022-04-30 11:35:56,939:Iteration: 0, baseline val loss 0.0011773757486077212
trainer_bp.py:2022-04-30 11:36:02,087:iteration: 100, baseline train loss 0.001509613314007996
trainer_bp.py:2022-04-30 11:36:11,241:Iteration: 100, baseline val loss 0.0011806665641218976
trainer_bp.py:2022-04-30 11:36:16,335:iteration: 200, baseline train loss 0.001057103932443204
trainer_bp.py:2022-04-30 11:36:25,428:Iteration: 200, baseline val loss 0.0011817862170410407
trainer_bp.py:2022-04-30 11:36:30,541:iteration: 300, baseline train loss 0.0011840500118523388
trainer_bp.py:2022-04-30 11:36:39,609:Iteration: 300, baseline val loss 0.0011811071507286657
trainer_bp.py:2022-04-30 11:36:44,729:iteration: 400, baseline train loss 0.0024515475123357056
trainer_bp.py:2022-04-30 11:36:53,832:Iteration: 400, baseline val loss 0.0011799005205026072
trainer_bp.py:2022-04-30 11:36:58,890:iteration: 500, baseline train loss 0.0009434938490455039
trainer_bp.py:2022-04-30 11:37:07,925:Iteration: 500, baseline val loss 0.0011783566342688425
trainer_bp.py:2022-04-30 11:37:11,919:Epoch:  24
trainer_bp.py:2022-04-30 11:37:11,920:Loss improved, saving model and setting loss
trainer_bp.py:2022-04-30 11:37:11,986:iteration: 0, baseline train loss 0.0014890347244595071
trainer_bp.py:2022-04-30 11:37:21,065:Iteration: 0, baseline val loss 0.0011951824059913236
trainer_bp.py:2022-04-30 11:37:26,163:iteration: 100, baseline train loss 0.001444692244259156
trainer_bp.py:2022-04-30 11:37:35,205:Iteration: 100, baseline val loss 0.0011911028511839047
trainer_bp.py:2022-04-30 11:37:40,276:iteration: 200, baseline train loss 0.0009572981511546258
trainer_bp.py:2022-04-30 11:37:49,351:Iteration: 200, baseline val loss 0.0011894080760595361
trainer_bp.py:2022-04-30 11:37:54,412:iteration: 300, baseline train loss 0.0013245953216943329
trainer_bp.py:2022-04-30 11:38:03,479:Iteration: 300, baseline val loss 0.0011795796254512269
trainer_bp.py:2022-04-30 11:38:08,547:iteration: 400, baseline train loss 0.002230498047305308
trainer_bp.py:2022-04-30 11:38:17,626:Iteration: 400, baseline val loss 0.00117932177809094
trainer_bp.py:2022-04-30 11:38:22,689:iteration: 500, baseline train loss 0.0015245531464207918
trainer_bp.py:2022-04-30 11:38:31,794:Iteration: 500, baseline val loss 0.001178756313291655
trainer_bp.py:2022-04-30 11:38:35,746:Epoch:  25
trainer_bp.py:2022-04-30 11:38:35,818:iteration: 0, baseline train loss 0.001209443344952669
trainer_bp.py:2022-04-30 11:38:44,894:Iteration: 0, baseline val loss 0.0011881210558085027
trainer_bp.py:2022-04-30 11:38:49,949:iteration: 100, baseline train loss 0.0010052077293368242
trainer_bp.py:2022-04-30 11:38:59,030:Iteration: 100, baseline val loss 0.0011791985973724896
trainer_bp.py:2022-04-30 11:39:04,128:iteration: 200, baseline train loss 0.0014531703039545832
trainer_bp.py:2022-04-30 11:39:13,221:Iteration: 200, baseline val loss 0.0011801302834514185
trainer_bp.py:2022-04-30 11:39:18,331:iteration: 300, baseline train loss 0.0010149632278910223
trainer_bp.py:2022-04-30 11:39:28,181:Iteration: 300, baseline val loss 0.0011797180889756963
trainer_bp.py:2022-04-30 11:39:33,198:iteration: 400, baseline train loss 0.0012032274121839479
trainer_bp.py:2022-04-30 11:39:42,256:Iteration: 400, baseline val loss 0.0011886756150374807
trainer_bp.py:2022-04-30 11:39:47,342:iteration: 500, baseline train loss 0.0010044732473043915
trainer_bp.py:2022-04-30 11:39:56,440:Iteration: 500, baseline val loss 0.001177638568026714
trainer_bp.py:2022-04-30 11:40:00,378:Epoch:  26
trainer_bp.py:2022-04-30 11:40:00,449:iteration: 0, baseline train loss 0.0010623309318837661
trainer_bp.py:2022-04-30 11:40:09,537:Iteration: 0, baseline val loss 0.0011808033431460782
trainer_bp.py:2022-04-30 11:40:14,592:iteration: 100, baseline train loss 0.0011043379813369743
trainer_bp.py:2022-04-30 11:40:23,687:Iteration: 100, baseline val loss 0.001172795393108389
trainer_bp.py:2022-04-30 11:40:28,759:iteration: 200, baseline train loss 0.0010947890346653401
trainer_bp.py:2022-04-30 11:40:37,819:Iteration: 200, baseline val loss 0.0011764797365153735
trainer_bp.py:2022-04-30 11:40:42,884:iteration: 300, baseline train loss 0.0012447115289026948
trainer_bp.py:2022-04-30 11:40:51,888:Iteration: 300, baseline val loss 0.0011764990390864176
trainer_bp.py:2022-04-30 11:40:56,976:iteration: 400, baseline train loss 0.0011887803906214026
trainer_bp.py:2022-04-30 11:41:06,045:Iteration: 400, baseline val loss 0.0011772029926754857
trainer_bp.py:2022-04-30 11:41:11,177:iteration: 500, baseline train loss 0.0011569672864663095
trainer_bp.py:2022-04-30 11:41:20,246:Iteration: 500, baseline val loss 0.001173006997361165
trainer_bp.py:2022-04-30 11:41:24,232:Epoch:  27
trainer_bp.py:2022-04-30 11:41:24,232:Loss improved, saving model and setting loss
trainer_bp.py:2022-04-30 11:41:24,301:iteration: 0, baseline train loss 0.001082216330763006
trainer_bp.py:2022-04-30 11:41:33,366:Iteration: 0, baseline val loss 0.0011762142864341469
trainer_bp.py:2022-04-30 11:41:38,486:iteration: 100, baseline train loss 0.0012539919227279785
trainer_bp.py:2022-04-30 11:41:47,601:Iteration: 100, baseline val loss 0.0011791089442722595
trainer_bp.py:2022-04-30 11:41:52,677:iteration: 200, baseline train loss 0.0009149791252574035
trainer_bp.py:2022-04-30 11:42:01,789:Iteration: 200, baseline val loss 0.0011865628910629235
trainer_bp.py:2022-04-30 11:42:06,832:iteration: 300, baseline train loss 0.0011708151226705954
trainer_bp.py:2022-04-30 11:42:15,942:Iteration: 300, baseline val loss 0.0011749982207136308
trainer_bp.py:2022-04-30 11:42:21,023:iteration: 400, baseline train loss 0.001471541202658259
trainer_bp.py:2022-04-30 11:42:30,120:Iteration: 400, baseline val loss 0.0011785575338150265
trainer_bp.py:2022-04-30 11:42:35,189:iteration: 500, baseline train loss 0.0011994024888494724
trainer_bp.py:2022-04-30 11:42:44,313:Iteration: 500, baseline val loss 0.001181919747622089
trainer_bp.py:2022-04-30 11:42:48,314:Epoch:  28
trainer_bp.py:2022-04-30 11:42:48,380:iteration: 0, baseline train loss 0.0010729269939203448
trainer_bp.py:2022-04-30 11:42:57,475:Iteration: 0, baseline val loss 0.001176407609783741
trainer_bp.py:2022-04-30 11:43:02,565:iteration: 100, baseline train loss 0.0012101375345922312
trainer_bp.py:2022-04-30 11:43:11,606:Iteration: 100, baseline val loss 0.0011727082418755007
trainer_bp.py:2022-04-30 11:43:16,774:iteration: 200, baseline train loss 0.0011169013953466315
trainer_bp.py:2022-04-30 11:43:25,838:Iteration: 200, baseline val loss 0.001175593879414175
trainer_bp.py:2022-04-30 11:43:30,948:iteration: 300, baseline train loss 0.0009864634415499437
trainer_bp.py:2022-04-30 11:43:40,003:Iteration: 300, baseline val loss 0.0012131386976035525
trainer_bp.py:2022-04-30 11:43:45,124:iteration: 400, baseline train loss 0.0011861739757445715
trainer_bp.py:2022-04-30 11:43:54,176:Iteration: 400, baseline val loss 0.0011738228061632628
trainer_bp.py:2022-04-30 11:43:59,293:iteration: 500, baseline train loss 0.0013561303070016022
trainer_bp.py:2022-04-30 11:44:08,373:Iteration: 500, baseline val loss 0.0011738814091819662
trainer_bp.py:2022-04-30 11:44:12,368:Epoch:  29
trainer_bp.py:2022-04-30 11:44:12,432:iteration: 0, baseline train loss 0.001416840617018659
trainer_bp.py:2022-04-30 11:44:22,318:Iteration: 0, baseline val loss 0.001176026852123501
trainer_bp.py:2022-04-30 11:44:27,404:iteration: 100, baseline train loss 0.0012108614165546121
trainer_bp.py:2022-04-30 11:44:36,439:Iteration: 100, baseline val loss 0.0011709277703223322
trainer_bp.py:2022-04-30 11:44:41,487:iteration: 200, baseline train loss 0.0016282899505035934
trainer_bp.py:2022-04-30 11:44:50,561:Iteration: 200, baseline val loss 0.0011781111149233067
trainer_bp.py:2022-04-30 11:44:55,644:iteration: 300, baseline train loss 0.0013833138224990855
trainer_bp.py:2022-04-30 11:45:04,746:Iteration: 300, baseline val loss 0.0011794437420144363
trainer_bp.py:2022-04-30 11:45:09,819:iteration: 400, baseline train loss 0.0010380180824311734
trainer_bp.py:2022-04-30 11:45:18,902:Iteration: 400, baseline val loss 0.0011795232209861422
trainer_bp.py:2022-04-30 11:45:23,997:iteration: 500, baseline train loss 0.0010401838275074704
trainer_bp.py:2022-04-30 11:45:33,083:Iteration: 500, baseline val loss 0.0011820471632771412
trainer_bp.py:2022-04-30 11:45:37,042:Epoch:  30
trainer_bp.py:2022-04-30 11:45:37,043:Early stop at epoch: 30
trainer_bp.py:2022-04-30 11:45:37,043:Early stop loss: 0.001173006997361165, val loss: 0.0011820471632771412
data_utils.py:2022-04-30 11:45:37,691:# all trajectories: 6180
trainer_bp.py:2022-04-30 11:45:37,691:test_num_tasks = 6180
data_utils.py:2022-04-30 11:48:27,992:# all trajectories: 6180
trainer_bp.py:2022-04-30 11:48:27,992:test_num_tasks = 6180
trainer_bp.py:2022-04-30 11:51:56,262:-----params-----
trainer_bp.py:2022-04-30 11:51:56,263:dtype : torch.float64
trainer_bp.py:2022-04-30 11:51:56,263:dataset : bp
trainer_bp.py:2022-04-30 11:51:56,263:steps_ahead : 3
trainer_bp.py:2022-04-30 11:51:56,263:static_dim : 0
trainer_bp.py:2022-04-30 11:51:56,263:static_output_dim : 0
trainer_bp.py:2022-04-30 11:51:56,263:num_tasks_training : 24694
trainer_bp.py:2022-04-30 11:51:56,263:num_tasks_test : 6180
trainer_bp.py:2022-04-30 11:51:56,263:device : cuda
trainer_bp.py:2022-04-30 11:51:56,263:model_type : lstm
trainer_bp.py:2022-04-30 11:51:56,263:early_stop_diff : 0.0
trainer_bp.py:2022-04-30 11:51:56,263:es_epoch : 3
trainer_bp.py:2022-04-30 11:51:56,263:epochs_maml : 50
trainer_bp.py:2022-04-30 11:51:56,263:epochs_baseline : 50
trainer_bp.py:2022-04-30 11:51:56,263:meta_batch_size : 10
trainer_bp.py:2022-04-30 11:51:56,263:shots : 10
trainer_bp.py:2022-04-30 11:51:56,263:hidden_dim : 64
trainer_bp.py:2022-04-30 11:51:56,263:adapt_steps : 10
trainer_bp.py:2022-04-30 11:51:56,263:window_size : 1
trainer_bp.py:2022-04-30 11:51:56,263:fits : (0, 10)
trainer_bp.py:2022-04-30 11:51:56,263:adapt_lr : 0.01
trainer_bp.py:2022-04-30 11:51:56,263:meta_lr : 0.001
trainer_bp.py:2022-04-30 11:51:56,263:lr : 0.001
trainer_bp.py:2022-04-30 11:51:56,263:baseline_finetune_lr : 0.0001
trainer_bp.py:2022-04-30 11:51:56,263:batch_size : 32
trainer_bp.py:2022-04-30 11:51:56,263:save_models : False
trainer_bp.py:2022-04-30 11:51:56,263:log_dir : wo_static_bp_3
trainer_bp.py:2022-04-30 11:51:56,263:debugging : False
trainer_bp.py:2022-04-30 11:51:56,263:swap_support_query : False
trainer_bp.py:2022-04-30 11:51:56,263:seed : 2
trainer_bp.py:2022-04-30 11:51:56,263:model : baseline
trainer_bp.py:2022-04-30 11:51:56,263:maml_bias : tensor([-0.0912, -0.1220,  0.1163], requires_grad=True)
trainer_bp.py:2022-04-30 11:51:56,263:tb_dir : runs/wo_static_bp_3/20220430-025840
trainer_bp.py:2022-04-30 11:51:56,263:baseline_bias : tensor([-0.0912, -0.1220,  0.1163], requires_grad=True)
trainer_bp.py:2022-04-30 11:51:56,263:num_params : 20099
trainer_bp.py:2022-04-30 11:51:56,263:test_instance : 6179
trainer_bp.py:2022-04-30 11:51:56,263:-----params-----
trainer_bp.py:2022-04-30 11:51:56,264:mae maml 0 : 7.253304654195117 : 3.4479527952028097
trainer_bp.py:2022-04-30 11:51:56,265:rmse maml 0 : 9.102546997098834 : 4.9918505538380264
trainer_bp.py:2022-04-30 11:51:56,265:mae maml 10 : 7.177353205133682 : 3.460114525940388
trainer_bp.py:2022-04-30 11:51:56,266:rmse maml 10 : 9.035954416512881 : 5.020598731519661
trainer_bp.py:2022-04-30 11:51:56,267:mae baseline 0 : 7.6590888058528686 : 3.5648289795360033
trainer_bp.py:2022-04-30 11:51:56,268:rmse baseline 0 : 9.606074281497227 : 5.14023423678957
trainer_bp.py:2022-04-30 11:51:56,268:mae baseline 10 : 7.407376629996494 : 3.5288604864353017
trainer_bp.py:2022-04-30 11:51:56,269:rmse baseline 10 : 9.358916055782464 : 5.148032610019712
wo_static.py:2022-04-30 11:51:56,269:----------end-of-run----------
wo_static.py:2022-04-30 11:52:00,020:----------start-of-run----------
data_utils.py:2022-04-30 11:52:07,179:# all trajectories: 24694
trainer_bp.py:2022-04-30 11:52:14,525:Using 18520 instances for training
trainer_bp.py:2022-04-30 11:52:14,526:Using 6174 instances for validation
trainer_bp.py:2022-04-30 11:52:15,267:Epoch:  1
trainer_bp.py:2022-04-30 11:52:17,273:Iteration: 0, Meta Train Loss 0.03666487749883838
trainer_bp.py:2022-04-30 11:52:26,329:Iteration: 0, val loss 0.03396162887086404
trainer_bp.py:2022-04-30 11:55:08,297:Iteration: 100, Meta Train Loss 0.0019276541518143397
trainer_bp.py:2022-04-30 11:55:17,454:Iteration: 100, val loss 0.002295432615802962
trainer_bp.py:2022-04-30 11:57:59,643:Iteration: 200, Meta Train Loss 0.001213484045670057
trainer_bp.py:2022-04-30 11:58:08,766:Iteration: 200, val loss 0.0021630526406733576
trainer_bp.py:2022-04-30 12:00:50,851:Iteration: 300, Meta Train Loss 0.001636001316662171
trainer_bp.py:2022-04-30 12:00:59,902:Iteration: 300, val loss 0.0020237575742818367
trainer_bp.py:2022-04-30 12:03:41,800:Iteration: 400, Meta Train Loss 0.0008109994212873721
trainer_bp.py:2022-04-30 12:03:50,890:Iteration: 400, val loss 0.0019475888343156763
trainer_bp.py:2022-04-30 12:06:33,548:Iteration: 500, Meta Train Loss 0.001496720478709944
trainer_bp.py:2022-04-30 12:06:42,647:Iteration: 500, val loss 0.0018667319531068616
trainer_bp.py:2022-04-30 12:09:26,854:Iteration: 600, Meta Train Loss 0.0024644071610699907
trainer_bp.py:2022-04-30 12:09:35,942:Iteration: 600, val loss 0.0019567363480310494
trainer_bp.py:2022-04-30 12:12:17,928:Iteration: 700, Meta Train Loss 0.0007343778729268417
trainer_bp.py:2022-04-30 12:12:27,030:Iteration: 700, val loss 0.0017468266506064332
trainer_bp.py:2022-04-30 12:15:09,424:Iteration: 800, Meta Train Loss 0.0010072432768415992
trainer_bp.py:2022-04-30 12:15:18,555:Iteration: 800, val loss 0.0016749274415350892
trainer_bp.py:2022-04-30 12:18:01,287:Iteration: 900, Meta Train Loss 0.0011453677786418825
trainer_bp.py:2022-04-30 12:18:10,406:Iteration: 900, val loss 0.001621209138525042
trainer_bp.py:2022-04-30 12:20:52,879:Iteration: 1000, Meta Train Loss 0.0010208005541673668
trainer_bp.py:2022-04-30 12:21:02,018:Iteration: 1000, val loss 0.0016487837177025866
trainer_bp.py:2022-04-30 12:23:46,476:Iteration: 1100, Meta Train Loss 0.0006146901291690552
trainer_bp.py:2022-04-30 12:23:55,562:Iteration: 1100, val loss 0.001544688283256901
trainer_bp.py:2022-04-30 12:26:37,620:Iteration: 1200, Meta Train Loss 0.0015054050204335245
trainer_bp.py:2022-04-30 12:26:46,771:Iteration: 1200, val loss 0.0015167022724478206
trainer_bp.py:2022-04-30 12:29:29,327:Iteration: 1300, Meta Train Loss 0.0008267973419183775
trainer_bp.py:2022-04-30 12:29:38,405:Iteration: 1300, val loss 0.0016716991479172234
trainer_bp.py:2022-04-30 12:32:20,493:Iteration: 1400, Meta Train Loss 0.0010641524128284796
trainer_bp.py:2022-04-30 12:32:29,576:Iteration: 1400, val loss 0.001502160117071666
trainer_bp.py:2022-04-30 12:35:11,832:Iteration: 1500, Meta Train Loss 0.0009718837889129712
trainer_bp.py:2022-04-30 12:35:20,974:Iteration: 1500, val loss 0.0014803762209638343
trainer_bp.py:2022-04-30 12:38:02,979:Iteration: 1600, Meta Train Loss 0.0007781900871591893
trainer_bp.py:2022-04-30 12:38:12,074:Iteration: 1600, val loss 0.0014735280795617916
trainer_bp.py:2022-04-30 12:40:54,313:Iteration: 1700, Meta Train Loss 0.0007233657569624269
trainer_bp.py:2022-04-30 12:41:03,434:Iteration: 1700, val loss 0.0014734541381419052
trainer_bp.py:2022-04-30 12:43:45,468:Iteration: 1800, Meta Train Loss 0.0008730027710721213
trainer_bp.py:2022-04-30 12:43:54,530:Iteration: 1800, val loss 0.0014765481308997648
trainer_bp.py:2022-04-30 12:45:17,214:Epoch:  2
trainer_bp.py:2022-04-30 12:45:18,843:Iteration: 0, Meta Train Loss 0.0009240277546591529
trainer_bp.py:2022-04-30 12:45:27,875:Iteration: 0, val loss 0.0014610355107933753
trainer_bp.py:2022-04-30 12:48:10,627:Iteration: 100, Meta Train Loss 0.0006005819337935018
trainer_bp.py:2022-04-30 12:48:20,233:Iteration: 100, val loss 0.001481045646109375
trainer_bp.py:2022-04-30 12:51:03,380:Iteration: 200, Meta Train Loss 0.008025969377485101
trainer_bp.py:2022-04-30 12:51:12,361:Iteration: 200, val loss 0.0014636312114673657
trainer_bp.py:2022-04-30 12:53:56,278:Iteration: 300, Meta Train Loss 0.0008451801589908931
trainer_bp.py:2022-04-30 12:54:05,401:Iteration: 300, val loss 0.0014572688514597762
trainer_bp.py:2022-04-30 12:56:48,060:Iteration: 400, Meta Train Loss 0.0010730582259348496
trainer_bp.py:2022-04-30 12:56:57,164:Iteration: 400, val loss 0.0014498313437438777
trainer_bp.py:2022-04-30 12:59:39,743:Iteration: 500, Meta Train Loss 0.0009460125329865733
trainer_bp.py:2022-04-30 12:59:48,858:Iteration: 500, val loss 0.0014496329446125424
trainer_bp.py:2022-04-30 13:02:31,399:Iteration: 600, Meta Train Loss 0.0007176146843399312
trainer_bp.py:2022-04-30 13:02:40,514:Iteration: 600, val loss 0.0014504483407714794
trainer_bp.py:2022-04-30 13:05:22,958:Iteration: 700, Meta Train Loss 0.0008714916526288496
trainer_bp.py:2022-04-30 13:05:32,060:Iteration: 700, val loss 0.001445678791216117
trainer_bp.py:2022-04-30 13:08:14,669:Iteration: 800, Meta Train Loss 0.0013702503823129594
trainer_bp.py:2022-04-30 13:08:23,709:Iteration: 800, val loss 0.001597959404896684
trainer_bp.py:2022-04-30 13:11:06,464:Iteration: 900, Meta Train Loss 0.0006258381123380305
trainer_bp.py:2022-04-30 13:11:15,506:Iteration: 900, val loss 0.0014195040204823485
trainer_bp.py:2022-04-30 13:13:58,915:Iteration: 1000, Meta Train Loss 0.0016671482044155065
trainer_bp.py:2022-04-30 13:14:08,057:Iteration: 1000, val loss 0.001423757962144188
trainer_bp.py:2022-04-30 13:16:50,702:Iteration: 1100, Meta Train Loss 0.000538991544226954
trainer_bp.py:2022-04-30 13:16:59,791:Iteration: 1100, val loss 0.0014458448146445163
trainer_bp.py:2022-04-30 13:19:42,482:Iteration: 1200, Meta Train Loss 0.0018796432566835814
